sentence,label
"In this context,it is also note worthy to indicate that C.W.1 in his evidence has stated that the accused was in police station on 24-4-2003 itself",Ratio of the decision
"Similar statement is made by P.W.4.That apart,C.W.1 has stated that no statement has been made in his presence",Ratio of the decision
The prosecution version to the effect that even some signatures on blank papers had been taken from P.W.22 and C.W.1 thus assumes great importance,Ratio of the decision
"The alleged statement made by the accused led to discovery of knife,bloodstained clothes,rope,etc",Ratio of the decision
"Unfortunately,for the prosecution there is no evidence to show that in fact the wearing apparels containing bloodstains belonged to the accused,save and except the alleged confessional statement",Ratio of the decision
No witness has spoken that those clothes were worn by the accused at any time far less at or about the time of occurrence,Ratio of the decision
"It is also to be kept in view that those articles were recovered from the house of P.W.3 and at the initial stage of investigation,P.W.3 himself was one of the suspected person and he was arrested",Ratio of the decision
"Therefore,the statement of P.W.3 and his mother that those articles were brought by the accused and left in the upstairs room is to be considered with a pinch of salt",Ratio of the decision
"Moreover,there is nothing to indicate that in fact the bloodstained clothes and rope had tallied with the blood grouping of the deceased",Ratio of the decision
The knife did not contain any bloodstain,Ratio of the decision
"Therefore,the aspect relating to recovery of articles from the house of P.W.3 and his mother cannot be considered as a link to complete the chain of circumstantial evidence",Ratio of the decision
The next recovery relates to recovery of computer and accessories,Ratio of the decision
"Apart from the fact that there is niggling doubt about the so called confession,in view of statement under Section 164 of the Code of P.W.22 and the statement of C.W.1,a further doubt is raised regarding such aspect in view of evidence of C.W.1 to the effect that he had seen such computer in the room of the deceased when they had gone to the room after the offence was reported",Ratio of the decision
The fact that C.W.1 is a close relation of the deceased adds weight to his evidence rather than taking it away,Ratio of the decision
"Even accepting that the computer had been given to P.W.15 by the accused,such circumstance by itself does not unerringly points towards the guilt of the accused either in respect of offence of murder or even robbery",Ratio of the decision
It is quite possible that such articles might have been borrowed by the accused from the deceased and not necessarily stolen by the accused from the deceased after killing her,Ratio of the decision
The fact that P.W.9 had not initially stated anything before P.W.40 about the accused coming down with computer at 3.30 P.M.and stated so for the first time when she was re-examined after 5 months cannot be lost sight of,Ratio of the decision
"As a matter of fact,P.W.9 who was examined on the very date when police started investigation did not inform the police that she had seen the accused coming down from upstairs or that the accused had threatened her",Ratio of the decision
"Her statement to the following: ""I did not tell anyone that Balaprasanna took away the computer and threatened me",Ratio of the decision
I did not tell this even to the Inspector of Police after going to the police station,Ratio of the decision
I do not tell this even to P.W.1,Ratio of the decision
The next recovery relates to the ingots,Ratio of the decision
"For the aforesaid aspect,the evidence of P.Ws.17,18 and 19 is relevant",Ratio of the decision
"Since the golden jewellery had been molten and were recovered in the shape of ingots,it would be very hazardous to come to the conclusion that in fact the golden jewellery belonged to the deceased",Ratio of the decision
"If the accused had killed the deceased and stolen those golden jewellery,there is no reason as to why he had also not taken ear rings from the deceased",Ratio of the decision
The fact that ear rings were on the dead body is admitted by the prosecution,Ratio of the decision
"The prosecution has strongly relied upon the fact that ""M"" Dollar belonging to the deceased and a chain with key of the room of the deceased were discovered from inside the toilet in the room which was previously occupied by the accused",Ratio of the decision
"For the aforesaid purpose,they have relied upon the evidence of P.W.42 and the seizure witness P.W.24.The accused had allegedly made earlier confessional statement before P.W.40 on 26-4-2003 leading to discovery of several articles",Ratio of the decision
"The subsequent statement spoken to by P.W.42,the subsequent Investigating Officer,is alleged to have been made only in September,2003,after about five months",Ratio of the decision
"So far as the first confession statement made before P.W.40 is concerned,admittedly the accused was under physical custody,at that time,whereas at the time of last confession stated to have been made before P.W.42,the accused was on bail and he had been summoned by P.W.42 for further examination and,therefore,technically in custody",Ratio of the decision
